#KO	geneTPM	geneNAME
K14748	50.3134	etbAa; ethylbenzene dioxygenase subunit alpha [EC:1.14.12.-]
K14749	4.49227	etbAb; ethylbenzene dioxygenase subunit beta [EC:1.14.12.-]
K00349	44.4734	nqrD; Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1]
K02990	230.004	RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6
K02992	369.264	RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7
K02994	149.143	RP-S8, rpsH; small subunit ribosomal protein S8
K02996	204.847	RP-S9, MRPS9, rpsI; small subunit ribosomal protein S9
K06880	44.9227	ereA_B; erythromycin esterase [EC:3.1.1.-]
K06881	188.226	nrnA; bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]
K00800	457.762	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]
K00801	6.28917	FDFT1; farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21]
K06884	2.69536	K06884; uncharacterized protein
K00803	13.926	AGPS, agpS; alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]
K06885	93.4391	K06885; uncharacterized protein
K06886	115.451	glbN; hemoglobin
K00805	39.9812	hepS; heptaprenyl diphosphate synthase component 1 [EC:2.5.1.30]
K06887	39.0827	K06887; uncharacterized protein
K00806	390.827	uppS; undecaprenyl diphosphate synthase [EC:2.5.1.31]
K06888	70.5286	K06888; uncharacterized protein
K06889	1001.78	K06889; uncharacterized protein
K01671	1.79691	yihT; sulfofructosephosphate aldolase [EC:4.1.2.57]
K01673	439.793	cynT, can; carbonic anhydrase [EC:4.2.1.1]
K05550	42.2273	benB-xylY; benzoate/toluate 1,2-dioxygenase subunit beta [EC:1.14.12.10 1.14.12.-]
K01676	354.889	E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]
K01677	188.675	E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]
K05553	9.88299	actI3, oxyC, tcmM, snoa3, aknD, mtmS; minimal PKS acyl carrier protein
K01678	153.636	E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]
K01679	222.367	E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]
K19954	32.7935	adh1; alcohol dehydrogenase [EC:1.1.1.-]
K19955	81.31	adh2; alcohol dehydrogenase [EC:1.1.1.-]
K19956	48.9657	sorE; L-sorbose 1-phosphate reductase [EC:1.1.1.-]
K05559	501.786	phaA; multicomponent K+:H+ antiporter subunit A
K00350	59.2979	nqrE; Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]
K00351	75.4701	nqrF; Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]
K00354	48.5165	E1.6.99.1; NADPH2 dehydrogenase [EC:1.6.99.1]
K00355	57.501	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K09903	285.259	pyrH; uridylate kinase [EC:2.7.4.22]
K13421	55.2549	UMPS; uridine monophosphate synthetase [EC:2.4.2.10 4.1.1.23]
K06890	154.085	K06890; uncharacterized protein
K06891	160.823	clpS; ATP-dependent Clp protease adaptor protein ClpS
K00812	859.371	aspB; aspartate aminotransferase [EC:2.6.1.1]
K00813	3.59381	aspC; aspartate aminotransferase [EC:2.6.1.1]
K06894	992.791	yfhM; alpha-2-macroglobulin
K06895	133.87	lysE, argO; L-lysine exporter family protein LysE/ArgO
K06896	13.4768	mapP; maltose 6'-phosphate phosphatase [EC:3.1.3.90]
K06897	150.94	K06897; 7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase [EC:2.5.1.105]
K06898	56.6026	larB; pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]
K00817	694.954	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
K00819	105.568	rocD, OAT; ornithine--oxo-acid transaminase [EC:2.6.1.13]
K17316	9.43376	gtsB, glcF; glucose/mannose transport system permease protein
K17318	211.586	lplA; putative aldouronate transport system substrate-binding protein
K17319	126.682	lplB; putative aldouronate transport system permease protein
K01681	1676.06	ACO, acnA; aconitate hydratase [EC:4.2.1.3]
K01682	352.194	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
K01683	17.0706	araD; D-arabinonate dehydratase [EC:4.2.1.5]
K01684	55.7041	dgoD; galactonate dehydratase [EC:4.2.1.6]
K05560	54.8056	phaC; multicomponent K+:H+ antiporter subunit C
K01685	333.326	uxaA; altronate hydrolase [EC:4.2.1.7]
K05561	186.429	phaD; multicomponent K+:H+ antiporter subunit D
K01686	351.295	uxuA; mannonate dehydratase [EC:4.2.1.8]
K19961	71.8763	chnD; 6-hydroxyhexanoate dehydrogenase [EC:1.1.1.258]
K05562	80.4116	phaE; multicomponent K+:H+ antiporter subunit E
K01687	1693.14	ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]
K05563	41.7781	phaF; multicomponent K+:H+ antiporter subunit F
K05564	108.713	phaG; multicomponent K+:H+ antiporter subunit G
K01689	531.884	ENO, eno; enolase [EC:4.2.1.11]
K05565	4.04304	mnhA, mrpA; multicomponent Na+:H+ antiporter subunit A
K05566	67.384	mnhB, mrpB; multicomponent Na+:H+ antiporter subunit B
K19966	45.8211	acdDPN7; 3-sulfinopropanoyl-CoA desulfinase [EC:3.13.1.4]
K05567	12.5783	mnhC, mrpC; multicomponent Na+:H+ antiporter subunit C
K19967	257.407	dta; D-threonine aldolase [EC:4.1.2.42]
K05568	129.377	mnhD, mrpD; multicomponent Na+:H+ antiporter subunit D
K05569	49.4149	mnhE, mrpE; multicomponent Na+:H+ antiporter subunit E
K09456	208.441	aidB; putative acyl-CoA dehydrogenase
K09457	259.204	queF; 7-cyano-7-deazaguanine reductase [EC:1.7.1.13]
K09458	850.835	fabF, OXSM, CEM1; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
K09459	95.236	E4.1.1.82; phosphonopyruvate decarboxylase [EC:4.1.1.82]
K14761	61.0948	ybcJ; ribosome-associated protein
K14762	4.94149	yibL; ribosome-associated protein
K00362	430.359	nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]
K00363	90.2945	nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]
K00364	1.79691	guaC, GMPR; GMP reductase [EC:1.7.1.7]
K18640	74.5716	parM, stbA; plasmid segregation protein ParM
K00366	109.162	nirA; ferredoxin-nitrite reductase [EC:1.7.7.1]
K09913	22.9106	ppnP; purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2]
K09914	12.1291	K09914; putative lipoprotein
K09916	4.94149	K09916; uncharacterized protein
K08137	9.43376	galP; MFS transporter, SP family, galactose:H+ symporter
K08138	287.056	xylE; MFS transporter, SP family, xylose:H+ symportor
K08139	98.3806	HXT; MFS transporter, SP family, sugar:H+ symporter
K09919	278.97	K09919; uncharacterized protein
K00820	662.609	glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]
K00821	1038.61	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]
K00822	309.517	E2.6.1.18; beta-alanine--pyruvate transaminase [EC:2.6.1.18]
K00823	487.86	puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]
K00824	268.188	dat; D-alanine transaminase [EC:2.6.1.21]
K00825	4.49227	AADAT, KAT2; kynurenine/2-aminoadipate aminotransferase [EC:2.6.1.7 2.6.1.39]
K17320	78.1654	lplC; putative aldouronate transport system permease protein
K00826	668	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]
K17321	169.358	glpV; glycerol transport system substrate-binding protein
K17322	87.15	glpP; glycerol transport system permease protein
K17323	82.6577	glpQ; glycerol transport system permease protein
K17324	229.555	glpS; glycerol transport system ATP-binding protein
K17325	154.085	glpT; glycerol transport system ATP-binding protein
K01690	0	edd; phosphogluconate dehydratase [EC:4.2.1.12]
K01692	1054.33	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]
K01693	273.13	hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]
K01694	9.88299	TRP; tryptophan synthase [EC:4.2.1.20]
K05570	28.7505	mnhF, mrpF; multicomponent Na+:H+ antiporter subunit F
K01695	337.369	trpA; tryptophan synthase alpha chain [EC:4.2.1.20]
K05571	26.0551	mnhG, mrpG; multicomponent Na+:H+ antiporter subunit G
K01696	424.968	trpB; tryptophan synthase beta chain [EC:4.2.1.20]
K12111	3.59381	ebgA; evolved beta-galactosidase subunit alpha [EC:3.2.1.23]
K01698	285.708	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]
K19973	18.8675	mntA; manganese transport system ATP-binding protein [EC:7.2.2.5]
K01699	64.6886	pduC; propanediol dehydratase large subunit [EC:4.2.1.28]
K18195	8.98453	RGL4, rhiE; rhamnogalacturonan endolyase [EC:4.2.2.23]
K05575	41.3288	ndhD; NAD(P)H-quinone oxidoreductase subunit 4 [EC:7.1.1.2]
K05576	0	ndhE; NAD(P)H-quinone oxidoreductase subunit 4L [EC:7.1.1.2]
K19976	12.1291	mntB; manganese transport system permease protein
K05577	2.24613	ndhF; NAD(P)H-quinone oxidoreductase subunit 5 [EC:7.1.1.2]
K18197	66.0363	yesW; rhamnogalacturonan endolyase [EC:4.2.2.23]
K05578	12.5783	ndhG; NAD(P)H-quinone oxidoreductase subunit 6 [EC:7.1.1.2]
K18199	11.6799	inhA; cyclohexyl-isocyanide hydratase [EC:4.2.1.103]
K09461	625.773	E1.14.13.40; anthraniloyl-CoA monooxygenase [EC:1.14.13.40]
K21303	1.79691	wecP; UDP-GalNAc:undecaprenyl-phosphate GalNAc-1-phosphate transferase [EC:2.7.8.40]
K09469	65.5871	aepZ; 2-aminoethylphosphonate-pyruvate transaminase
K00370	384.089	narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K21307	3.59381	soeA; sulfite dehydrogenase (quinone) subunit SoeA [EC:1.8.5.6]
K00371	192.269	narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]
K00372	209.789	nasC, nasA; assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
K00373	65.1379	narJ, narW; nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW
K00374	72.7747	narI, narV; nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]
K18650	4.04304	pehX; exo-poly-alpha-galacturonosidase [EC:3.2.1.82]
K00375	1377.33	K00375; GntR family transcriptional regulator / MocR family aminotransferase
K00376	35.4889	nosZ; nitrous-oxide reductase [EC:1.7.2.4]
K18653	1.79691	ntdA; 3-dehydro-glucose-6-phosphate---glutamate transaminase [EC:2.6.1.104]
K09921	94.7868	K09921; uncharacterized protein
K09922	18.8675	K09922; uncharacterized protein
K09924	33.2428	K09924; uncharacterized protein
K09926	109.611	K09926; uncharacterized protein
K09927	10.3322	K09927; uncharacterized protein
K00830	295.591	AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
K00831	413.738	serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]
K00832	288.403	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]
K00833	492.802	bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]
K00835	10.3322	avtA; valine--pyruvate aminotransferase [EC:2.6.1.66]
K00836	95.236	ectB, dat; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]
K08600	66.0363	srtB; sortase B [EC:3.4.22.71]
K08602	141.956	pepF, pepB; oligoendopeptidase F [EC:3.4.24.-]
K05580	2.24613	ndhI; NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2]
K08604	3.59381	hap, nprV; vibriolysin [EC:3.4.24.25]
K05589	130.725	ftsB; cell division protein FtsB
K09471	76.8178	puuB, ordL; gamma-glutamylputrescine oxidase [EC:1.4.3.-]
K09472	349.948	puuC, aldH; 4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99]
K16011	66.9348	algA, xanB, rfbA, wbpW, pslB; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]
K09473	8.98453	puuD; gamma-glutamyl-gamma-aminobutyrate hydrolase [EC:3.5.1.94]
K16012	181.488	cydC; ATP-binding cassette, subfamily C, bacterial CydC
K09474	114.553	phoN; acid phosphatase (class A) [EC:3.1.3.2]
K16013	305.923	cydD; ATP-binding cassette, subfamily C, bacterial CydD
K09475	28.7505	ompC; outer membrane pore protein C
K16014	80.4116	cydCD; ATP-binding cassette, subfamily C, bacterial CydCD
K09476	45.8211	ompF; outer membrane pore protein F
K09477	6.7384	citT; citrate:succinate antiporter
K00380	483.368	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
K00381	368.366	cysI; sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
K00382	1303.66	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]
K00383	322.095	GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]
K00384	682.824	trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]
K00385	133.87	asrC; anaerobic sulfite reductase subunit C
K18661	317.154	matB; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.76 6.2.1.-]
K00389	14.8245	yidH; putative membrane protein
K22186	619.034	xylD; xylonate dehydratase [EC:4.2.1.82]
K22187	345.455	xylA; alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-]
K09930	58.3995	K09930; uncharacterized protein
K09931	9.88299	K09931; uncharacterized protein
K08151	108.713	tetA; MFS transporter, DHA1 family, tetracycline resistance protein
K09932	179.241	K09932; uncharacterized protein
K08153	105.568	blt; MFS transporter, DHA1 family, multidrug resistance protein
K09933	129.826	mtfA; MtfA peptidase
K09935	20.6644	ybiA; N-glycosidase YbiA [EC:3.2.2.-]
K09936	100.178	TC.BAT2; bacterial/archaeal transporter family-2 protein
K08156	70.0794	araJ; MFS transporter, DHA1 family, arabinose polymer utilization protein
K08159	82.6577	sotB; MFS transporter, DHA1 family, L-arabinose/isopropyl-beta-D-thiogalactopyranoside export protein
K09939	124.885	K09939; uncharacterized protein
K00840	4.49227	astC; succinylornithine aminotransferase [EC:2.6.1.81]
K00841	121.74	patA; aminotransferase [EC:2.6.1.-]
K00844	98.8299	HK; hexokinase [EC:2.7.1.1]
K04720	142.405	cobD; threonine-phosphate decarboxylase [EC:4.1.1.81]
K00845	483.817	glk; glucokinase [EC:2.7.1.2]
K00847	227.309	E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]
K00848	120.842	rhaB; rhamnulokinase [EC:2.7.1.5]
K00849	133.42	galK; galactokinase [EC:2.7.1.6]
K05590	2.69536	srmB; ATP-dependent RNA helicase SrmB [EC:3.6.4.13]
K05591	275.825	dbpA; ATP-dependent RNA helicase DbpA [EC:3.6.4.13]
K05592	581.299	deaD, cshA; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]
K05593	15.7229	aadK; aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]
K12132	659.465	prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
K05595	530.537	marC; multiple antibiotic resistance protein
K05596	175.198	iciA; LysR family transcriptional regulator, chromosome initiation inhibitor
K19997	88.9469	gnu; GlcNAc-P-P-Und epimerase [EC:5.1.3.26]
K12137	82.6577	hyfB; hydrogenase-4 component B [EC:1.-.-.-]
K13918	8.08608	gudX; glucarate dehydratase-related protein
K12138	25.6059	hyfC; hydrogenase-4 component C [EC:1.-.-.-]
K12139	5.83995	hyfD; hydrogenase-4 component D [EC:1.-.-.-]
K13919	31.8951	pduD; propanediol dehydratase medium subunit [EC:4.2.1.28]
K03402	112.307	argR, ahrC; transcriptional regulator of arginine metabolism
K03406	6374.08	mcp; methyl-accepting chemotaxis protein
K03407	752.904	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
K21323	48.0672	mdpJ; tert-butyl alcohol monooxygenase / tert-amyl alcohol desaturase [EC:1.14.13.229 1.14.19.48]
K21324	9.43376	mdpK; tert-butyl alcohol monooxygenase/tert-amyl alcohol desaturase reductase
K03408	317.154	cheW; purine-binding chemotaxis protein CheW
K03409	54.3564	cheX; chemotaxis protein CheX
K00390	228.207	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K00392	480.223	sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00394	98.8299	aprA; adenylylsulfate reductase, subunit A [EC:1.8.99.2]
K00395	16.1722	aprB; adenylylsulfate reductase, subunit B [EC:1.8.99.2]
K18672	102.873	dacA; diadenylate cyclase [EC:2.7.7.85]
K18675	10.7814	chbP; N,N'-diacetylchitobiose phosphorylase [EC:2.4.1.280]
K09940	5.39072	K09940; uncharacterized protein
K08160	15.2737	mdfA, cmr; MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein
K08161	48.0672	mdtG; MFS transporter, DHA1 family, multidrug resistance protein
K09941	57.0518	K09941; uncharacterized protein
K08162	20.2152	mdtH; MFS transporter, DHA1 family, multidrug resistance protein
K08163	9.88299	mdtL; MFS transporter, DHA1 family, multidrug resistance protein
K09943	87.15	K09943; uncharacterized protein
K08164	8.98453	ybcL; MFS transporter, DHA1 family, putative efflux transporter
K09946	156.331	K09946; uncharacterized protein
K08166	72.7747	mmr; MFS transporter, DHA2 family, methylenomycin A resistance protein
K09947	150.491	K09947; uncharacterized protein
K08167	184.183	smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein
K08168	1.79691	tetB; MFS transporter, DHA2 family, metal-tetracycline-proton antiporter
K08169	643.293	yebQ; MFS transporter, DHA2 family, multidrug resistance protein
K00850	398.464	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]
K00851	11.6799	idnK, gntK; gluconokinase [EC:2.7.1.12]
K00852	421.824	rbsK, RBKS; ribokinase [EC:2.7.1.15]
K00853	81.7592	araB; L-ribulokinase [EC:2.7.1.16]
K00854	581.748	xylB, XYLB; xylulokinase [EC:2.7.1.17]
K00855	3.59381	PRK, prkB; phosphoribulokinase [EC:2.7.1.19]
K00856	157.679	ADK, adoK; adenosine kinase [EC:2.7.1.20]
K00857	98.3806	tdk, TK; thymidine kinase [EC:2.7.1.21]
K00858	266.841	ppnK, NADK; NAD+ kinase [EC:2.7.1.23]
K00859	271.333	coaE; dephospho-CoA kinase [EC:2.7.1.24]
K13920	7.63685	pduE; propanediol dehydratase small subunit [EC:4.2.1.28]
K12141	113.654	hyfF; hydrogenase-4 component F [EC:1.-.-.-]
K13922	61.544	pduP; propionaldehyde dehydrogenase [EC:1.2.1.87]
K12142	5.83995	hyfG; hydrogenase-4 component G [EC:1.-.-.-]
K12143	7.63685	hyfH; hydrogenase-4 component H
K12144	8.53531	hyfI; hydrogenase-4 component I [EC:1.-.-.-]
K13924	249.321	cheBR; two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]
K13926	203.05	rbbA; ribosome-dependent ATPase
K13927	63.341	citXG; holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]
K12148	2.24613	bssS; biofilm regulator BssS
K13929	6.28917	mdcA; malonate decarboxylase alpha subunit [EC:2.3.1.187]
K03410	70.9778	cheC; chemotaxis protein CheC
K17811	5.39072	K17811; halimadienyl-diphosphate synthase [EC:5.5.1.16]
K03411	218.324	cheD; chemotaxis protein CheD [EC:3.5.1.44]
K03412	387.683	cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]
K03413	439.344	cheY; two-component system, chemotaxis family, chemotaxis protein CheY
K03414	154.534	cheZ; chemotaxis protein CheZ
K03415	123.088	cheV; two-component system, chemotaxis family, chemotaxis protein CheV
K16037	21.1137	asm11; 4,5-epoxidase
K03417	490.106	prpB; methylisocitrate lyase [EC:4.1.3.30]
K03418	15.7229	dmfA2; N,N-dimethylformamidase large subunit [EC:3.5.1.56]
K07300	141.956	chaA, CAX; Ca2+:H+ antiporter
K07301	362.077	yrbG; cation:H+ antiporter
K07302	215.18	iorA; isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16]
K07303	443.836	iorB; isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16]
K07304	278.52	msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]
K18682	358.034	rny; ribonucrease Y [EC:3.1.-.-]
K07305	166.663	msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
K07306	198.558	dmsA; anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]
K07307	183.734	dmsB; anaerobic dimethyl sulfoxide reductase subunit B
K07308	8.98453	dmsC; anaerobic dimethyl sulfoxide reductase subunit C
K07309	45.8211	ynfE; Tat-targeted selenate reductase subunit YnfE [EC:1.97.1.9]
K18687	8.08608	fadD3; HIP---CoA ligase [EC:6.2.1.41]
K09951	79.9623	cas2; CRISPR-associated protein Cas2
K08172	4.94149	shiA; MFS transporter, MHS family, shikimate and dehydroshikimate transport protein
K09952	113.654	csn1, cas9; CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]
K08173	3.14459	ydfJ; MFS transporter, MHS family, metabolite:H+ symporter
K09954	72.3255	K09954; uncharacterized protein
K09955	599.718	K09955; uncharacterized protein
K09957	4.04304	K09957; uncharacterized protein
K08177	122.19	oxlT; MFS transporter, OFA family, oxalate/formate antiporter
K08178	2.24613	JEN; MFS transporter, SHS family, lactate transporter
K09958	100.178	K09958; uncharacterized protein
K00860	80.4116	cysC; adenylylsulfate kinase [EC:2.7.1.25]
K00862	11.2307	eryA; erythritol kinase (D-erythritol 1-phosphate-forming) [EC:2.7.1.215]
K13479	26.5044	ygeT, xdhB; xanthine dehydrogenase FAD-binding subunit [EC:1.17.1.4]
K00863	92.9899	DAK, TKFC; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]
K00864	342.76	glpK, GK; glycerol kinase [EC:2.7.1.30]
K00865	319.849	glxK, garK; glycerate 2-kinase [EC:2.7.1.165]
K00867	4.49227	coaA; type I pantothenate kinase [EC:2.7.1.33]
K17363	73.6732	urdA; urocanate reductase [EC:1.3.99.33]
K00868	246.625	pdxK, pdxY; pyridoxine kinase [EC:2.7.1.35]
K04744	274.028	lptD, imp, ostA; LPS-assembly protein
K04748	70.5286	norQ; nitric oxide reductase NorQ protein
K04749	37.2858	rsbV; anti-sigma B factor antagonist
K13930	16.1722	mdcB; triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]
K13931	0	mdcC; malonate decarboxylase delta subunit
K12152	4.49227	nudJ; phosphatase NudJ [EC:3.6.1.-]
K13933	1.79691	mdcE; malonate decarboxylase gamma subunit [EC:4.1.1.87]
K13934	1.79691	mdcG; phosphoribosyl-dephospho-CoA transferase [EC:2.7.7.66]
K13935	1.79691	mdcH; malonate decarboxylase epsilon subunit [EC:2.3.1.39]
K16042	1.79691	nleH; non-LEE-encoded effector NleH
K16044	33.692	iolW; scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.371]
K03424	526.494	tatD; TatD DNase family protein [EC:3.1.21.-]
K03426	252.465	E3.6.1.22, NUDT12, nudC; NAD+ diphosphatase [EC:3.6.1.22]
K16047	11.2307	hsaA; 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase [EC:1.14.14.12]
K03427	422.722	hsdM; type I restriction enzyme M protein [EC:2.1.1.72]
K21344	159.026	rfaE1; D-glycero-beta-D-manno-heptose-7-phosphate kinase [EC:2.7.1.167]
K17828	171.155	pyrDI; dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]
K21345	88.0484	rfaE2; D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase [EC:2.7.7.70]
K03429	172.503	ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase [EC:2.4.1.315]
K07310	45.8211	ynfF; Tat-targeted selenate reductase subunit YnfF [EC:1.97.1.9]
K07311	12.5783	ynfG; Tat-targeted selenate reductase subunit YnfG
K07312	6.7384	ynfH; Tat-targeted selenate reductase subunit YnfH
K07313	138.362	pphA; serine/threonine protein phosphatase 1 [EC:3.1.3.16]
K18691	78.1654	mltF; membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]
K18692	1.79691	cshB; ATP-dependent RNA helicase CshB [EC:3.6.4.13]
K07315	427.664	rsbU_P; phosphoserine phosphatase RsbU/P [EC:3.1.3.3]
K07316	310.865	mod; adenine-specific DNA-methyltransferase [EC:2.1.1.72]
K07317	236.293	K07317; adenine-specific DNA-methyltransferase [EC:2.1.1.72]
K07318	44.9227	K07318; adenine-specific DNA-methyltransferase [EC:2.1.1.72]
K07319	40.8796	yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72]
K18697	45.3719	pgpC; phosphatidylglycerophosphatase C [EC:3.1.3.27]
K09960	57.9502	K09960; uncharacterized protein
K02100	165.765	araE; MFS transporter, SP family, arabinose:H+ symporter
K09961	95.6853	K09961; uncharacterized protein
K02101	18.8675	araL; sugar-phosphatase [EC:3.1.3.23]
K09962	61.0948	K09962; uncharacterized protein
K09963	77.7162	K09963; uncharacterized protein
K09964	14.3753	K09964; uncharacterized protein
K02103	72.7747	araR; GntR family transcriptional regulator, arabinose operon transcriptional repressor
K13481	13.4768	xdhA; xanthine dehydrogenase small subunit [EC:1.17.1.4]
K09965	138.362	K09965; uncharacterized protein
K21801	6.28917	iaaH; indoleacetamide hydrolase [EC:3.5.1.-]
K09967	59.7471	K09967; uncharacterized protein
K13483	51.6611	yagT; xanthine dehydrogenase YagT iron-sulfur-binding subunit
K21802	66.0363	vdh; vanillin dehydrogenase [EC:1.2.1.67]
K02106	314.908	atoE; short-chain fatty acids transporter
K02107	23.3598	ATPVG, ahaH, atpH; V/A-type H+/Na+-transporting ATPase subunit G/H
K20023	88.4976	talrD-galrD; L-talarate/galactarate dehydratase [EC:4.2.1.156 4.2.1.42]
K09969	554.346	aapJ, bztA; general L-amino acid transport system substrate-binding protein
K02108	355.338	ATPF0A, atpB; F-type H+-transporting ATPase subunit a
K20025	12.5783	hadB; (R)-2-hydroxyisocaproyl-CoA dehydratase alpha subunit [EC:4.2.1.157]
K02109	186.878	ATPF0B, atpF; F-type H+-transporting ATPase subunit b
K13487	4.04304	wspA; methyl-accepting chemotaxis protein WspA
K20026	4.04304	hadC; (R)-2-hydroxyisocaproyl-CoA dehydratase beta subunit [EC:4.2.1.157]
K00872	99.7283	thrB; homoserine kinase [EC:2.7.1.39]
K00873	609.151	PK, pyk; pyruvate kinase [EC:2.7.1.40]
K00874	352.194	kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]
K04750	242.133	phnB; PhnB protein
K04751	339.166	glnB; nitrogen regulatory protein P-II 1
K00876	301.431	udk, UCK; uridine kinase [EC:2.7.1.48]
K04752	238.539	glnK; nitrogen regulatory protein P-II 2
K00878	109.162	thiM; hydroxyethylthiazole kinase [EC:2.7.1.50]
K04753	53.458	sufI; suppressor of ftsI
K04754	196.312	mlaA, vacJ; phospholipid-binding lipoprotein MlaA
K00879	113.205	fucK; L-fuculokinase [EC:2.7.1.51]
